symbol,name,reportDate,fiscalDateEnding,estimate,currency
SPPI,Spectrum Pharmaceuticals Inc,2023-08-09,2023-06-30,-0.03,USD
SPPJY,SPPJY,2023-08-03,2023-06-30,0.0147,USD
SPR,Spirit Aerosystems Holdings Inc - Class A,2023-08-01,2023-06-30,-0.57,USD
SPRB,Spruce Biosciences Inc,2023-08-08,2023-06-30,-0.39,USD
SPRO,Spero Therapeutics Inc,2023-08-08,2023-06-30,-0.37,USD
SPRS,SPRS,2023-07-13,2023-05-31,,USD
SPRU,Spruce Power Holding Corporation - Class A,2023-08-07,2023-06-30,-0.2073,USD
SPRY,ARS Pharmaceuticals Inc,2023-08-09,2023-06-30,-0.17,USD
SPSC,SPS Commerce Inc,2023-07-25,2023-06-30,0.63,USD
SPT,Sprout Social Inc Class A,2023-07-31,2023-06-30,-0.02,USD
SPTN,SpartanNash Company,2023-08-16,2023-06-30,0.66,USD
SPVNF,SPVNF,2023-08-28,2023-06-30,,USD
SPWH,Sportsman`s Warehouse Holdings Inc,2023-08-30,2023-07-31,0.08,USD
SPWR,Sunpower Corp,2023-07-31,2023-06-30,0.06,USD
SPXC,SPX Technologies Inc,2023-08-03,2023-06-30,0.8356,USD
SQ,Block Inc - Class A,2023-08-02,2023-06-30,0.36,USD
SQFT,Presidio Property Trust Inc - Class A,2023-08-09,2023-06-30,0,USD
SQIDF,SQIDF,2023-08-28,2023-06-30,,CAD
SQL,SeqLL Inc,2023-08-30,2023-06-30,-0.13,USD
SQM,Sociedad Quimica Y Minera de Chile S.A.,2023-08-17,2023-06-30,2.82,USD
SQNS,Sequans Communications S.A,2023-07-31,2023-06-30,-0.12,USD
SQSP,Squarespace Inc - Class A,2023-07-25,2023-06-30,0.12,USD
SQZ,SQZ Biotechnologies Company,2023-08-02,2023-06-30,-0.6,USD
SR,Spire Inc,2023-08-02,2023-06-30,0.01,USD
SRAX,SRAX Inc - Class A,2023-08-15,2023-06-30,0.0414,USD
SRBCF,SRBCF,2023-06-26,2023-04-30,,CAD
SRBIF,SRBIF,2023-08-17,2023-06-30,0,USD
SRC,Spirit Realty Capital Inc,2023-08-01,2023-06-30,0.36,USD
SRCE,1st Source Corp,2023-07-20,2023-06-30,1.15,USD
SRCGF,SRCGF,2023-08-28,2023-07-31,,CAD
SRCL,Stericycle Inc,2023-08-03,2023-06-30,0.49,USD
SRDX,Surmodics Inc,2023-07-25,2023-06-30,-0.49,USD
SRE,Sempra Energy,2023-08-02,2023-06-30,1.86,USD
SRG,Seritage Growth Properties - Class A,2023-08-07,2023-06-30,,USD
SRGA,Surgalign Holdings Inc,2023-08-07,2023-06-30,-1.74,USD
SRGXF,SRGXF,2023-07-24,2023-06-30,,USD
SRI,Stoneridge Inc,2023-08-01,2023-06-30,-0.11,USD
SRL,Scully Royalty Ltd,2023-08-14,2023-06-30,0,CAD
SRLZF,SRLZF,2023-08-28,2023-06-30,,CAD
SRMMF,SRMMF,2023-08-14,2023-06-30,,USD
SRNE,SRNE,2023-08-10,2023-06-30,-0.15,USD
SRNEQ,SRNEQ,2023-08-10,2023-06-30,-0.15,USD
SRNN,SRNN,2023-09-13,2023-06-30,,USD
SRPT,Sarepta Therapeutics Inc,2023-07-31,2023-06-30,-1.74,USD
SRRK,Scholar Rock Holding Corp,2023-08-07,2023-06-30,-0.55,USD
SRRTF,SRRTF,2023-07-31,2023-06-30,0,USD
SRT,Startek Inc,2023-08-07,2023-06-30,0.06,USD
SRTS,Sensus Healthcare Inc,2023-08-02,2023-06-30,-0.08,USD
SRYB,SRYB,2023-07-26,2023-06-30,,USD
SRZN,Surrozen Inc,2023-08-08,2023-06-30,-0.41,USD
SSAAY,SSAAY,2023-07-21,2023-06-30,0.1871,SEK
SSB,SouthState Corporation,2023-07-26,2023-06-30,1.91,USD
SSBI,Summit State Bank,2023-07-24,2023-06-30,,USD
SSBK,Southern States Bancshares Inc,2023-07-24,2023-06-30,0.7,USD
SSD,Simpson Manufacturing Co. Inc,2023-07-24,2023-06-30,2.02,USD
SSDOY,SSDOY,2023-08-08,2023-06-30,0.1893,JPY
SSEBF,SSEBF,2023-06-27,2023-04-30,,CAD
SSEBF,SSEBF,2023-09-13,2023-07-31,,CAD
SSEZY,SSEZY,2023-07-20,2023-06-30,0,GBP
SSIC,Silver Spike Investment Corp,2023-08-11,2023-06-30,0.215,USD
SSKN,STRATA Skin Sciences Inc,2023-08-08,2023-06-30,-0.04,USD
SSL,Sasol Ltd,2023-08-23,2023-06-30,0,ZAR
SSLZY,SSLZY,2023-08-23,2023-06-30,0,USD
SSMXY,SSMXY,2023-08-04,2023-06-30,0,USD
SSNC,SS&C Technologies Holdings Inc,2023-07-25,2023-06-30,1.12,USD
SSNT,SilverSun Technologies Inc,2023-08-10,2023-06-30,0,USD
SSP,E.W. Scripps Co. - Class A,2023-08-03,2023-06-30,-0.12,USD
SSREY,SSREY,2023-08-04,2023-06-30,0.6774,USD
SSRM,SSR Mining Inc,2023-07-31,2023-06-30,0.13,USD
SSSS,SuRo Capital Corp,2023-08-01,2023-06-30,-0.13,USD
SST,System1 Inc - Class A,2023-08-10,2023-06-30,0.05,USD
SSTI,SoundThinking Inc,2023-08-07,2023-06-30,-0.01,USD
SSTK,Shutterstock Inc,2023-07-24,2023-06-30,0.97,USD
SSUMY,SSUMY,2023-08-04,2023-06-30,0.5931,JPY
SSYS,Stratasys Ltd,2023-08-01,2023-06-30,-0.01,USD
ST,Sensata Technologies Holding Plc,2023-07-24,2023-06-30,0.94,USD
STAA,Staar Surgical Company,2023-08-08,2023-07-31,0.18,USD
STAB,STAB,2023-06-23,2023-03-31,0,USD
STAB,STAB,2023-08-14,2023-06-30,0,USD
STAF,Staffing 360 Solutions Inc,2023-07-12,2023-06-30,0.18,USD
STAG,STAG Industrial Inc,2023-07-25,2023-06-30,0.17,USD
STAR,STAR,2023-08-02,2023-06-30,-0.2551,USD
STBA,S & T Bancorp Inc,2023-07-19,2023-06-30,0.9,USD
STBFY,STBFY,2023-08-07,2023-06-30,0.3042,JPY
STBI,STBI,2023-07-19,2023-06-30,0,USD
STC,Stewart Information Services Corp,2023-07-25,2023-06-30,0.9,USD
STCB,STCB,2023-08-14,2023-06-30,,USD
STE,Steris Plc,2023-07-31,2023-06-30,1.88,USD
STEEF,STEEF,2023-08-28,2023-06-30,,CAD
STEL,Stellar Bancorp Inc,2023-07-26,2023-06-30,0.69,USD
STEM,Stem Inc - Class A,2023-08-02,2023-06-30,-0.16,USD
STEP,StepStone Group Inc - Class A,2023-08-02,2023-06-30,0.28,USD
STER,Sterling Check Corp,2023-08-08,2023-06-30,0.27,USD
STG,Sunlands Technology Group,2023-08-16,2023-06-30,,USD
STGW,Stagwell Inc - Class A,2023-08-02,2023-06-30,0.2,USD
STGYF,STGYF,2023-07-31,2023-06-30,,CAD
STHZF,STHZF,2023-08-23,2023-06-30,,USD
STIM,Neuronetics Inc,2023-07-31,2023-06-30,-0.35,USD
STKH,Steakholder Foods Ltd,2023-08-14,2023-06-30,-0.135,USD
STKL,Sunopta Inc,2023-08-08,2023-07-31,-0.01,USD
STKS,ONE Group Hospitality Inc,2023-08-02,2023-06-30,0.15,USD
STLA,Stellantis N.V,2023-07-26,2023-06-30,0,EUR
STLD,Steel Dynamics Inc,2023-07-18,2023-06-30,5.01,USD
STLJF,STLJF,2023-08-09,2023-06-30,,CAD
STLY,STLY,2023-08-10,2023-06-30,0,USD
STM,ST Microelectronics,2023-07-27,2023-06-30,1.08,USD
STMH,STMH,2023-08-14,2023-06-30,,USD
STN,Stantec Inc,2023-08-09,2023-06-30,0.71,CAD
STNE,StoneCo Ltd - Class A,2023-08-16,2023-06-30,0.18,BRL
STNG,Scorpio Tankers Inc,2023-07-26,2023-06-30,2.8,USD
STOHF,STOHF,2023-07-26,2023-06-30,0.9374,USD
STOK,Stoke Therapeutics Inc,2023-08-07,2023-06-30,-0.64,USD
STOSF,STOSF,2023-08-23,2023-06-30,0,USD
STPGF,STPGF,2023-08-14,2023-06-30,,USD
STR,Sitio Royalties Corp - Class A,2023-08-07,2023-06-30,,USD
STRA,Strategic Education Inc,2023-07-25,2023-06-30,0.69,USD
STRC,Sarcos Technology and Robotics Corporation,2023-08-07,2023-06-30,-0.12,USD
STRI,STRI,2023-08-10,2023-06-30,0,USD
STRL,Sterling Infrastructure Inc,2023-07-31,2023-06-30,0.93,USD
STRM,Streamline Health Solutions Inc,2023-09-05,2023-07-31,-0.05,USD
STRNY,STRNY,2023-07-19,2023-06-30,0,GBP
STRO,Sutro Biopharma Inc,2023-08-07,2023-06-30,-0.72,USD
STRR,Star Equity Holdings Inc,2023-08-10,2023-06-30,0.05,USD
STRS,Stratus Properties Inc,2023-08-14,2023-06-30,,USD
STRT,Strattec Security Corp,2023-08-10,2023-06-30,-0.2,USD
STSA,Satsuma Pharmaceuticals Inc,2023-08-07,2023-06-30,-0.27,USD
STSS,Sharps Technology Inc,2023-08-30,2023-06-30,-0.08,USD
STT,State Street Corp,2023-07-14,2023-06-30,2.12,USD
STTK,Shattuck Labs Inc,2023-08-09,2023-06-30,-0.52,USD
STTX,STTX,2023-08-30,2023-06-30,0,USD
STUPF,STUPF,2023-08-28,2023-06-30,,CAD
STVN,Stevanato Group Spa,2023-08-03,2023-06-30,0.14,EUR
STWD,Starwood Property Trust Inc,2023-08-02,2023-06-30,0.48,USD
STX,Seagate Technology Holdings Plc,2023-07-19,2023-06-30,-0.23,USD
STXS,Stereotaxis Inc,2023-08-07,2023-06-30,-0.07,USD
STZ,Constellation Brands Inc - Class A,2023-06-30,2023-05-31,2.82,USD
STZHF,STZHF,2023-08-08,2023-06-30,,CAD
SU,Suncor Energy Inc,2023-08-01,2023-06-30,0.9,CAD
SUBCY,SUBCY,2023-07-26,2023-06-30,0.0188,USD
SUGBY,SUGBY,2023-08-10,2023-06-30,0.5701,JPY
SUI,Sun Communities Inc,2023-07-26,2023-06-30,0.82,USD
SUM,Summit Materials Inc - Class A,2023-08-01,2023-06-30,0.58,USD
SUMO,Sumo Logic Inc,2023-08-23,2023-07-31,-0.0811,USD
SUMXF,SUMXF,2023-08-09,2023-06-30,,CAD
SUN,Sunoco LP,2023-08-01,2023-06-30,1.28,USD
SUNL,Sunlight Financial Holdings Inc - Class A,2023-08-14,2023-06-30,-0.06,USD
SUNW,Sunworks Inc,2023-08-07,2023-06-30,-0.23,USD
SUNYF,SUNYF,2023-08-10,2023-06-30,,CAD
SUP,Superior Industries International Inc,2023-08-02,2023-06-30,-0.08,USD
SUPGF,SUPGF,2023-08-15,2023-06-30,,USD
SUPN,Supernus Pharmaceuticals Inc,2023-08-02,2023-06-30,-0.23,USD
SUPV,Grupo Supervielle S.A.,2023-08-24,2023-06-30,0.2681,ARS
SURF,Surface Oncology Inc,2023-08-01,2023-06-30,-0.34,USD
SURG,Surgepays Inc,2023-08-09,2023-06-30,0.15,USD
SUTNY,SUTNY,2023-07-27,2023-06-30,0,JPY
SUUIF,SUUIF,2023-08-07,2023-06-30,,CAD
SUWN,SUWN,2023-06-28,2023-04-30,0,USD
SUZ,Suzano S.A.,2023-08-02,2023-06-30,0.2619,BRL
SVBL,SVBL,2023-09-13,2023-07-31,0,USD
SVC,Service Properties Trust,2023-08-02,2023-06-30,-0.01,USD
SVCTF,SVCTF,2023-08-03,2023-06-30,,CAD
SVFD,Save Foods Inc,2023-08-30,2023-06-30,0,USD
SVIN,SVIN,2023-07-13,2023-06-30,,USD
SVM,Silvercorp Metals Inc,2023-08-09,2023-06-30,0.0661,USD
SVNDY,SVNDY,2023-07-13,2023-05-31,0.2557,JPY
SVNLY,SVNLY,2023-07-19,2023-06-30,0.1582,SEK
SVNTF,SVNTF,2023-07-18,2023-05-31,,CAD
SVRA,Savara Inc,2023-08-09,2023-06-30,-0.08,USD
SVT,Servotronics Inc,2023-08-14,2023-06-30,,USD
SWAV,ShockWave Medical Inc,2023-08-07,2023-06-30,0.85,USD
SWBI,Smith & Wesson Brands Inc,2023-09-06,2023-07-31,0.16,USD
SWDBY,SWDBY,2023-07-18,2023-06-30,0.6798,SEK
SWGAY,SWGAY,2023-07-28,2023-06-30,0,CHF
SWI,SolarWinds Corp,2023-07-31,2023-06-30,0.17,USD
SWIM,Latham Group Inc,2023-08-09,2023-06-30,0.11,USD
SWIR,SWIR,2023-08-09,2023-06-30,,USD
SWISF,SWISF,2023-08-10,2023-06-30,,CAD
SWK,Stanley Black & Decker Inc,2023-07-26,2023-06-30,-0.39,USD
SWKH,Swk Holdings Corp,2023-08-08,2023-06-30,0.37,USD
SWKS,Skyworks Solutions Inc,2023-08-02,2023-06-30,1.68,USD
SWN,Southwestern Energy Company,2023-08-02,2023-06-30,0.1,USD
SWRL,SWRL,2023-07-14,2023-05-31,0,USD
SWSSF,SWSSF,2023-08-02,2023-06-30,,CAD
SWTX,SpringWorks Therapeutics Inc,2023-08-02,2023-06-30,-1.26,USD
SWX,Southwest Gas Holdings Inc,2023-08-07,2023-06-30,0.17,USD
SXC,SunCoke Energy Inc,2023-07-31,2023-06-30,0.19,USD
SXI,Standex International Corp,2023-08-02,2023-06-30,1.66,USD
SXT,Sensient Technologies Corp,2023-07-21,2023-06-30,0.88,USD
SXYAY,SXYAY,2023-08-04,2023-06-30,0,CHF
SY,So-Young International Inc,2023-08-14,2023-06-30,,CNY
SYBT,Stock Yards Bancorp Inc,2023-07-25,2023-06-30,0.94,USD
SYBX,Synlogic Inc,2023-08-09,2023-06-30,-0.23,USD
SYEV,SYEV,2023-08-02,2023-05-31,0,USD
SYF,Synchrony Financial,2023-07-17,2023-06-30,1.26,USD
SYIEY,SYIEY,2023-08-02,2023-06-30,0.2086,EUR
SYK,Stryker Corp,2023-07-24,2023-06-30,2.38,USD
SYM,Symbotic Inc - Class A,2023-07-31,2023-06-30,-0.0154,USD
SYNA,Synaptics Inc,2023-08-02,2023-06-30,0.43,USD
SYNE,SYNE,2023-08-30,2023-06-30,0,USD
SYNH,Syneos Health Inc - Class A,2023-07-31,2023-06-30,0.79,USD
SYPR,Sypris Solutions Inc,2023-08-14,2023-06-30,,USD
SYRS,Syros Pharmaceuticals Inc,2023-08-07,2023-06-30,-1.12,USD
SYTA,Siyata Mobile Inc,2023-08-31,2023-06-30,-0.045,USD
SYY,Sysco Corp,2023-08-07,2023-06-30,1.33,USD
SYZLF,SYZLF,2023-07-03,2023-06-30,,USD
SZLSF,SZLSF,2023-08-14,2023-06-30,,USD
SZSMF,SZSMF,2023-08-28,2023-06-30,,USD
T,AT&T Inc,2023-07-19,2023-06-30,0.6,USD
TA,TravelCenters of America Inc,2023-07-31,2023-06-30,2.07,USD
TAC,Transalta Corp,2023-08-03,2023-06-30,0.05,CAD
TACT,Transact Technologies Inc,2023-08-15,2023-06-30,0.06,USD
TAIMF,TAIMF,2023-08-14,2023-05-31,,CAD
TAIT,Taitron Components Inc - Class A,2023-08-14,2023-06-30,0,USD
TAK,Takeda Pharmaceutical Company,2023-07-27,2023-06-30,0.1346,JPY
TAKOF,TAKOF,2023-08-21,2023-06-30,,CAD
TAL,TAL Education Group,2023-07-27,2023-05-31,0.03,USD
TALK,Talkspace Inc,2023-08-07,2023-06-30,-0.05,USD
TALO,Talos Energy Inc,2023-08-02,2023-06-30,0.35,USD
TALS,Talaris Therapeutics Inc,2023-08-10,2023-06-30,-0.31,USD
TAOIF,TAOIF,2023-07-24,2023-06-30,,CAD
TAP,Molson Coors Beverage Company - Class B,2023-07-31,2023-06-30,1.42,USD
TAP-A,Molson Coors Beverage Company - Class A,2023-07-27,2023-06-30,1.42,USD
TAPM,TAPM,2023-08-10,2023-06-30,,USD
TARA,Protara Therapeutics Inc,2023-08-07,2023-06-30,-0.87,USD
TARO,Taro Pharmaceutical Industries,2023-07-25,2023-06-30,0.31,USD
TARS,Tarsus Pharmaceuticals Inc,2023-08-09,2023-06-30,-1.01,USD
TASK,TaskUs Inc Class A,2023-08-08,2023-06-30,0.2936,USD
TAST,Carrols Restaurant Group Inc,2023-08-09,2023-06-30,0.01,USD
TATT,Tat Technologies,2023-08-28,2023-06-30,,USD
TAUG,TAUG,2023-08-02,2023-06-30,0,USD
TAYD,Taylor Devices Inc,2023-08-17,2023-05-31,,USD
TBBK,Bancorp Inc (The),2023-07-26,2023-06-30,0.88,USD
TBCRF,TBCRF,2023-08-03,2023-06-30,,CAD
TBI,TrueBlue Inc,2023-07-24,2023-06-30,0.22,USD
TBIO,Telesis Bio Inc,2023-08-08,2023-06-30,-0.3367,USD
TBIXF,TBIXF,2023-08-21,2023-06-30,,CAD
TBK,TBK,2023-07-18,2023-06-30,,USD
TBLA,Taboola.com Ltd,2023-08-09,2023-06-30,-0.112,USD
TBLMY,TBLMY,2023-08-30,2023-06-30,0,ZAR
TBLT,Toughbuilt Industries Inc,2023-08-14,2023-06-30,,USD
TBNK,Territorial Bancorp Inc,2023-07-26,2023-06-30,0.21,USD
TBPH,Theravance Biopharma Inc,2023-08-02,2023-06-30,-0.21,USD
TBTC,TBTC,2023-08-09,2023-06-30,,USD
TC,TuanChe Ltd,2023-06-25,2023-03-31,,CNY
TCBI,Texas Capital Bancshares Inc,2023-07-19,2023-06-30,0.97,USD
TCBK,Trico Bancshares,2023-07-25,2023-06-30,0.95,USD
TCBX,Third Coast Bancshares Inc,2023-07-26,2023-06-30,0.4374,USD
TCCO,TCCO,2023-08-03,2023-06-30,,USD
TCDA,TCDA,2023-08-07,2023-06-30,-0.37,USD
TCDAQ,TCDAQ,2023-08-07,2023-06-30,-0.37,USD
TCEHY,TCEHY,2023-08-16,2023-06-30,0.5421,CNY
TCFC,Community Financial Corp,2023-07-24,2023-06-30,1.19,USD
TCI,Transcontinental Realty Investors Inc,2023-08-10,2023-06-30,,USD
TCLAF,TCLAF,2023-09-06,2023-07-31,0.39,CAD
TCLRY,TCLRY,2023-07-26,2023-06-30,0,EUR
TCMD,Tactile Systems Technology Inc,2023-07-31,2023-06-30,-0.05,USD
TCN,Tricon Residential Inc,2023-08-08,2023-06-30,0.14,USD
TCNNF,TCNNF,2023-08-08,2023-06-30,-0.18,USD
TCOM,Trip.com Group Ltd,2023-09-19,2023-06-30,0.5,CNY
TCON,TRACON Pharmaceuticals Inc,2023-08-08,2023-06-30,-0.1,USD
TCPC,BlackRock TCP Capital Corp,2023-08-03,2023-06-30,0.42,USD
TCRR,Tcr2 Therapeutics Inc,2023-08-07,2023-06-30,-0.49,USD
TCRT,Alaunos Therapeutics Inc,2023-08-14,2023-06-30,-0.04,USD
TCRX,Tscan Therapeutics Inc,2023-08-17,2023-06-30,-0.9267,USD
TCS,Container Store Group Inc,2023-07-31,2023-06-30,-0.19,USD
TCX,Tucows Inc - Class A,2023-08-07,2023-06-30,,USD
TCYSF,TCYSF,2023-06-27,2023-04-30,,USD
TCYSF,TCYSF,2023-09-06,2023-07-31,,USD
TD,Toronto Dominion Bank,2023-08-24,2023-07-31,1.58,USD
TDC,Teradata Corp,2023-08-02,2023-06-30,0.45,USD
TDCB,TDCB,2023-07-27,2023-06-30,0,USD
TDCX,TDCX Inc,2023-08-24,2023-06-30,0.16,SGD
TDG,Transdigm Group Incorporated,2023-08-07,2023-06-30,6.35,USD
TDOC,Teladoc Health Inc,2023-07-25,2023-06-30,-0.41,USD
TDS,Telephone And Data Systems Inc,2023-08-02,2023-06-30,-0.02,USD
TDUP,ThredUp Inc - Class A,2023-08-14,2023-06-30,-0.23,USD
TDW,Tidewater Inc - New,2023-08-02,2023-06-30,0.63,USD
TDY,Teledyne Technologies Inc,2023-07-25,2023-06-30,4.63,USD
TEAM,Atlassian Corporation - Class A,2023-07-27,2023-06-30,0.36,USD
TECH,Bio-Techne Corp,2023-08-02,2023-06-30,0.55,USD
TECK,Teck Resources Ltd - Class B - Class B (Sub Voting),2023-07-27,2023-06-30,1.16,CAD
TEDU,Tarena International Inc,2023-08-01,2023-06-30,-0.03,CNY
TEF,Telefonica S.A,2023-07-27,2023-06-30,0.0988,EUR
TEFOF,TEFOF,2023-07-27,2023-06-30,,EUR
TEL,TE Connectivity Ltd,2023-07-24,2023-06-30,1.66,USD
TELA,TELA Bio Inc,2023-08-08,2023-06-30,-0.53,USD
TELL,Tellurian Inc,2023-08-01,2023-06-30,-0.07,USD
TELNY,TELNY,2023-07-20,2023-06-30,0.149,NOK
TENB,Tenable Holdings Inc,2023-07-24,2023-06-30,0.13,USD
TENX,Tenax Therapeutics Inc,2023-08-09,2023-06-30,-0.1,USD
TEO,Telecom Argentina S.A.,2023-08-10,2023-06-30,0.007,USD
TER,Teradyne Inc,2023-07-24,2023-06-30,0.66,USD
TERN,Terns Pharmaceuticals Inc,2023-08-07,2023-06-30,-0.34,USD
TESS,Tessco Technologies Inc,2023-07-24,2023-06-30,-0.09,USD
TEUFF,TEUFF,2023-08-15,2023-06-30,0,USD
TEVA,Teva- Pharmaceutical Industries Ltd,2023-08-09,2023-06-30,0.5296,USD
TEX,Terex Corp,2023-07-31,2023-06-30,1.67,USD
TFC,Truist Financial Corporation,2023-07-20,2023-06-30,1.07,USD
TFCCF,TFCCF,2023-08-28,2023-06-30,,USD
TFFP,Tff Pharmaceuticals Inc,2023-08-09,2023-06-30,-0.19,USD
TFII,TFI International Inc,2023-07-26,2023-06-30,1.82,USD
TFIN,Triumph Financial Inc,2023-07-18,2023-06-30,0.43,USD
TFPM,Triple Flag Precious Metals Corp,2023-08-08,2023-06-30,0.0923,USD
TFSL,TFS Financial Corporation,2023-07-26,2023-06-30,0.03,USD
TFX,Teleflex Incorporated,2023-07-26,2023-06-30,3.21,USD
TG,Tredegar Corp,2023-08-07,2023-06-30,,USD
TGAFF,TGAFF,2023-08-10,2023-06-30,,CAD
TGAN,Transphorm Inc,2023-06-27,2023-03-31,-0.11,USD
TGAN,Transphorm Inc,2023-08-14,2023-06-30,-0.0933,USD
TGB,Taseko Mines Ltd,2023-08-07,2023-06-30,0.02,CAD
TGEN,TGEN,2023-08-09,2023-06-30,-0.03,USD
TGH,Textainer Group Holdings Ltd,2023-07-31,2023-06-30,1.2,USD
TGHI,TGHI,2023-08-22,2023-06-30,0,USD
TGI,Triumph Group Inc,2023-08-01,2023-06-30,-0.04,USD
TGIC,TGIC,2023-08-10,2023-06-30,0,USD
TGIFF,TGIFF,2023-06-29,2023-04-30,,CAD
TGLO,TGLO,2023-08-08,2023-06-30,0,USD
TGLS,Tecnoglass Inc,2023-08-02,2023-06-30,1.02,USD
TGNA,TEGNA Inc,2023-08-07,2023-06-30,0.44,USD
TGODD,TGODD,2023-08-28,2023-06-30,,USD
TGODF,TGODF,2023-08-28,2023-06-30,,USD
TGONF,TGONF,2023-08-02,2023-06-30,0,USD
TGOPY,TGOPY,2023-07-26,2023-06-30,0,GBP
TGS,Transportadora de Gas del Sur,2023-08-09,2023-06-30,-0.02,USD
TGT,Target Corp,2023-08-16,2023-07-31,1.55,USD
TGTX,TG Therapeutics Inc,2023-08-07,2023-06-30,-0.27,USD
TH,Target Hospitality Corp - Class A,2023-08-07,2023-06-30,0.38,USD
THC,Tenet Healthcare Corp,2023-07-19,2023-06-30,1.24,USD
THFF,First Financial Corp - Indiana,2023-07-24,2023-06-30,1.24,USD
THG,Hanover Insurance Group Inc,2023-07-31,2023-06-30,1.85,USD
THKKF,THKKF,2023-08-28,2023-06-30,,CAD
THM,International Tower Hill Mines Ltd,2023-08-03,2023-06-30,,USD
THMG,THMG,2023-08-03,2023-06-30,,USD
THMO,ThermoGenesis Holdings Inc,2023-08-09,2023-06-30,0.01,USD
THNPY,THNPY,2023-07-27,2023-06-30,0.5054,EUR
THR,Thermon Group Holdings Inc,2023-08-02,2023-06-30,0.29,USD
THRD,Third Harmonic Bio Inc,2023-08-30,2023-06-30,-0.43,USD
THRM,Gentherm Inc - Class A,2023-07-31,2023-06-30,0.52,USD
THRN,Thorne Healthtech Inc,2023-08-08,2023-06-30,0.085,USD
THRX,Theseus Pharmaceuticals Inc,2023-08-10,2023-06-30,-0.4214,USD
THRY,Thryv Holdings Inc,2023-08-02,2023-06-30,0.55,USD
THS,Treehouse Foods Inc,2023-08-07,2023-06-30,0.42,USD
THTX,Theratechnologies Inc,2023-07-12,2023-05-31,-0.0504,USD
THXPF,THXPF,2023-08-28,2023-06-30,,USD
TIG,TIG,2023-08-01,2023-06-30,0.11,USD
TIGCF,TIGCF,2023-08-24,2023-06-30,,CAD
TIGO,Millicom International Cellular S.A.,2023-07-27,2023-06-30,0.14,USD
TIGR,UP Fintech Holding Ltd,2023-09-05,2023-06-30,0.04,USD
TIKK,TIKK,2023-08-14,2023-06-30,,USD
TIL,Instil Bio Inc,2023-08-10,2023-06-30,-0.11,USD
TILE,Interface Inc,2023-08-03,2023-06-30,0.18,USD
TIMB,TIM SA,2023-07-31,2023-06-30,0.164,BRL
TIMCF,TIMCF,2023-08-09,2023-05-31,,USD
TINLY,TINLY,2023-08-04,2023-06-30,0,JPY
TIO,Tingo Group Inc,2023-08-21,2023-06-30,0.31,USD
TIPT,Tiptree Inc,2023-08-07,2023-06-30,,USD
TISI,Team Inc,2023-08-14,2023-06-30,,USD
TITN,Titan Machinery Inc,2023-08-09,2023-07-31,1.19,USD
TITUF,TITUF,2023-08-23,2023-05-31,,CAD
TIVC,Tivic Health Systems Inc,2023-08-14,2023-06-30,-0.08,USD
TIXC,TIXC,2023-07-13,2023-06-30,0,USD
TIXT,TELUS International (Cda) Inc (Sub Voting),2023-08-03,2023-06-30,0.37,USD
TJX,TJX Companies Inc,2023-08-15,2023-07-31,0.75,USD
TK,Teekay Corp,2023-08-02,2023-06-30,,USD
TKAGY,TKAGY,2023-07-11,2023-06-30,0,EUR
TKAMY,TKAMY,2023-08-10,2023-06-30,0.1026,USD
TKAT,Takung Art Co Ltd,2023-08-14,2023-06-30,,USD
TKC,Turkcell Iletisim Hizmetleri A.S.,2023-08-17,2023-06-30,0,USD
TKGBY,TKGBY,2023-07-27,2023-06-30,0.1425,TRY
TKNO,Alpha Teknova Inc,2023-08-09,2023-06-30,-0.255,USD
TKOI,TKOI,2023-06-23,2023-03-31,,USD
TKOI,TKOI,2023-08-14,2023-06-30,,USD
TKOMY,TKOMY,2023-08-11,2023-06-30,0,JPY
TKR,Timken Company,2023-07-26,2023-06-30,2.07,USD
TKXHF,TKXHF,2023-06-30,2023-03-31,,USD
TKXHF,TKXHF,2023-07-26,2023-06-30,,USD
TLF,Tandy Leather Factory Inc,2023-08-14,2023-06-30,,USD
TLGPY,TLGPY,2023-08-17,2023-06-30,0,AUD
TLIS,Talis Biomedical Corp,2023-07-31,2023-06-30,-0.73,USD
TLK,Telkom Indonesia (Persero) Tbk PT,2023-08-01,2023-06-30,0.4987,USD
TLKGY,TLKGY,2023-08-30,2023-06-30,0,ZAR
TLLTF,TLLTF,2023-08-14,2023-06-30,-0.01,USD
TLLYF,TLLYF,2023-08-14,2023-06-30,,USD
TLOG,TLOG,2023-08-03,2023-06-30,0,USD
TLPFY,TLPFY,2023-07-27,2023-06-30,0,EUR
TLRS,TLRS,2023-08-11,2023-06-30,0,USD
TLRY,Tilray Brands Inc,2023-07-26,2023-06-30,-0.05,USD
TLS,Telos Corp,2023-08-07,2023-06-30,-0.0017,USD
TLSNY,TLSNY,2023-07-20,2023-06-30,0.074,SEK
TLSS,TLSS,2023-08-21,2023-06-30,0,USD
TLTFF,TLTFF,2023-08-28,2023-06-30,,CAD
TM,Toyota Motor Corporation,2023-08-04,2023-06-30,3.64,JPY
TMASF,TMASF,2023-07-25,2023-06-30,,CAD
TMBR,Timber Pharmaceuticals Inc,2023-08-09,2023-06-30,-0.79,USD
TMC,TMC the metals company Inc,2023-08-14,2023-06-30,-0.12,USD
TMCI,Treace Medical Concepts Inc,2023-08-07,2023-06-30,-0.24,USD
